Restaurante ID,Nombre,Ciudad,Direccion,Localidad,Comida,Delivery,Rango precio,Rating texto,Votos
309473,Arora Snacks,New Delhi,"B Block Market, Vivek Vihar, New Delhi",Vivek Vihar,Chinese,No,1,Average,14.0
8502,Bansal Mithai Wale,New Delhi,"7, B Block Market, Vivek Vihar, New Delhi",Vivek Vihar,Mithai,No,1,Average,5.0
18303857,Fabulous Cake Bites,New Delhi,"C- 339, Vivek Vihar, New Delhi",Vivek Vihar,"Bakery, Desserts, Fast Food, Pizza, Burger, Finger Food",Yes,1,Average,33.0
6264,Garam Masala Food Corner,New Delhi,"C-84, Main Road, Jhilmil Colony, Vivek Vihar, New Delhi",Vivek Vihar,"North Indian, Chinese",Yes,1,Average,114.0
18419896,Health Buzzz,New Delhi,"Shop  7, C Block Market, Near Gurudwara, Vivek Vihar, New Delhi",Vivek Vihar,Healthy Food,Yes,1,Average,7.0
18291215,Kumar Pav Bhaji Corner,New Delhi,"Main Road, Jhilmil Colony, Vivek Vihar, New Delhi",Vivek Vihar,Fast Food,No,1,Average,12.0
18264964,Le Chef,New Delhi,"C-211, Jhilmil Colony, Vivek Vihar, New Delhi",Vivek Vihar,"Chinese, North Indian",No,1,Average,6.0
18420420,Nainy Fast Food,New Delhi,"G-3, D Block market, Vivek Vihar, New Delhi",Vivek Vihar,"Chinese, Fast Food",No,1,Average,12.0
310604,Platform Nine and Three Quarters,New Delhi,"DDA Market, Satyam Enclave, Near Sukhdev College, Vivek Vihar, New Delhi",Vivek Vihar,"Cafe, North Indian, Continental",No,2,Average,54.0
18225627,Pudding & Pie,New Delhi,"19, Near Yamuna Sports Complex, Vigyan Vihar, Near Vivek Vihar, New Delhi",Vivek Vihar,"Bakery, Fast Food",No,1,Average,5.0
6251,Rapture,New Delhi,"B-11, B Block Market, Vivek Vihar, New Delhi",Vivek Vihar,"Bakery, Fast Food",No,1,Average,51.0
6253,Sachdeva Chinese Fast Food,New Delhi,"B 15-4, B Block, Local Shopping Center, Vivek Vihar, New Delhi",Vivek Vihar,"Chinese, Fast Food",No,1,Average,21.0
18249080,Simply Cakes,New Delhi,"1st Floor, D-148, Surajmal Vihar, Near Vivek Vihar, New Delhi",Vivek Vihar,Bakery,No,1,Average,10.0
18364535,The Dosa King,New Delhi,"C-82, Bhagat Singh Marg, Jhilmil Colony, Vivek Vihar, New Delhi",Vivek Vihar,"South Indian, North Indian",No,1,Average,4.0
18128871,Bhappe Di Hatti,New Delhi,"C-76, Jhilmil Colony, Gopaljee Dairy Road, Vivek Vihar, New Delhi",Vivek Vihar,"North Indian, Chinese",Yes,2,Good,37.0
18124355,Cafetorium,New Delhi,"D2/G1, D Block Market, Opposite Arwachin School, Vivek Vihar, New Delhi",Vivek Vihar,"Cafe, Italian",Yes,2,Good,122.0
304598,Food Express,New Delhi,"G-5, Pankaj Tower, LSC Savita Vihar, Vivek Vihar, New Delhi",Vivek Vihar,"Chinese, North Indian",Yes,2,Good,126.0
18380891,Sai Bajaj Restaurant,New Delhi,"C 71, Jhilmil Colony, Vivek Vihar, New Delhi",Vivek Vihar,"Chinese, North Indian",Yes,1,Good,35.0
18458629,The Chimney Bar-Be-Que,New Delhi,"Shop 17, C Block Market, Vivek Vihar, New Delhi",Vivek Vihar,"North Indian, Chinese",No,2,Good,26.0
6240,Urban Punjab,New Delhi,"C-207, Jhilmil Colony, Near Reliance Fresh, Vivek Vihar, New Delhi",Vivek Vihar,"North Indian, Chinese",No,2,Good,168.0
18420428,Cheese Bitez Pizza,New Delhi,"D-333, D Block Market, Opposite Arwachin School, Vivek Vihar, New Delhi",Vivek Vihar,Fast Food,No,1,Not rated,0.0
18418262,Goyal Sweets,New Delhi,"B 21, B Block Market, Vivek Vihar, New Delhi",Vivek Vihar,"Mithai, Bakery",No,1,Not rated,0.0
18418276,Gulati's Takeaway,New Delhi,"C-211, Near Gopal Dairy, Jhilmil Colony, Vivek Vihar, New Delhi",Vivek Vihar,"North Indian, Chinese, Mughlai",No,2,Not rated,0.0
18421469,Jyoti Sweets,New Delhi,"B 170, Jhilmil Colony, Vivek Vihar, New Delhi",Vivek Vihar,Mithai,No,1,Not rated,0.0
18421467,Momos Hi Momos,New Delhi,"B Block Market, Vivek Vihar, New Delhi",Vivek Vihar,Chinese,No,1,Not rated,0.0
18446390,New Bhappe Di Hatti,New Delhi,"C-79, Jhilmil Colony, Gopaljee Dairy Road, Vivek Vihar, New Delhi",Vivek Vihar,Fast Food,No,1,Not rated,0.0
18421471,Oven Fresh,New Delhi,"B 168, Jhilmil Colony, Vivek Vihar, New Delhi",Vivek Vihar,Bakery,No,1,Not rated,0.0
18377897,Rupa Ice Cream Parlour,New Delhi,"B-169, Main Road, Jhilmil Colony, Vivek Vihar, New Delhi",Vivek Vihar,Desserts,No,1,Not rated,1.0
18419871,Scoopers 'n' Bakers,New Delhi,"C-199, Jhilmil Colony, Near Gopal Jee Dairy, Vivek Vihar, New Delhi",Vivek Vihar,Bakery,No,1,Not rated,0.0
18420424,South Indian Food Plaza,New Delhi,"6/2, D Block Market, Opposite Arwachin School, Vivek Vihar, New Delhi",Vivek Vihar,South Indian,No,1,Not rated,0.0
18377901,Super Snacks,New Delhi,"15/3, B Block, DDA Market, Phase 1, Vivek Vihar, New Delhi",Vivek Vihar,"North Indian, South Indian",No,1,Not rated,0.0
18291232,Unique Pastry,New Delhi,"B-19, B Block Market, Vivek Vihar, New Delhi",Vivek Vihar,"Bakery, Desserts",No,1,Not rated,0.0
18445361,Veg Food Express,New Delhi,"D Block, Vivek Vihar, New Delhi",Vivek Vihar,North Indian,No,1,Not rated,0.0
1613,Chintamani's Namkeen,New Delhi,"A-10, Jhilmil Industrial Area, Vivek Vihar, New Delhi",Vivek Vihar,"Chinese, Fast Food, North Indian, South Indian, Street Food, Mithai",No,1,Poor,29.0
18216911,Deltasious,New Delhi,"C-210, Jhilmil Colony, Vivek Vihar, New Delhi",Vivek Vihar,"North Indian, Chinese, Bakery",Yes,1,Poor,64.0
310440,Tandoori Junction,New Delhi,"C-79, Gopal Jee Road, Jhilmil Colony, Vivek Vihar, New Delhi",Vivek Vihar,"North Indian, Chinese",Yes,1,Poor,10.0
4740,Apni Rasoi,New Delhi,"3767, A/2, Main Road, Kanhaiya Nagar, Metro Station, Tri Nagar, Wazirpur, New Delhi",Wazirpur,North Indian,No,1,Average,19.0
2044,Haldiram Bhujiawala,New Delhi,"A-94/5, Industrial Area, Wazirpur, New Delhi",Wazirpur,"Street Food, North Indian, South Indian, Mithai",No,1,Average,35.0
306064,Meghraj Food Court,New Delhi,"Opposite Meghraj Sweets, Main Road, Industrial Area, Wazirpur, New Delhi",Wazirpur,"North Indian, Street Food, Mithai",No,1,Average,24.0
6553,Meghraj Sweets,New Delhi,"C 5, Main Road, Industries Area, Wazirpur, New Delhi",Wazirpur,"Mithai, Street Food, North Indian",No,1,Average,8.0
18363089,Chill Out,New Delhi,"2089/161 Shanti Nagar, Wazirpur, New Delhi",Wazirpur,Ice Cream,No,1,Not rated,0.0
18294257,Chilli Chinese,New Delhi,"Main Shanti Nagar Road, Tri Nagar, Wazirpur, New Delhi",Wazirpur,Chinese,No,1,Not rated,0.0
349,"34, Chowringhee Lane",New Delhi,"G-37, Ground Floor, Westend Mall, Janakpuri, New Delhi","West End Mall, Janak Puri",Fast Food,No,1,Average,86.0
3455,Subway,New Delhi,"G 8, West End Mall, District Centre, Janakpuri, New Delhi","West End Mall, Janak Puri","American, Fast Food, Salad, Healthy Food",Yes,2,Poor,152.0
1115,The Golden Dragon,New Delhi,"SF-47, West Gate Mall, Rajouri Garden, New Delhi","West Gate Mall, Rajouri Garden","Chinese, Seafood, Japanese",No,3,Good,178.0
311506,KFC,New Delhi,"Upper Ground Floor, W-2/14, West Patel Nagar, New Delhi",West Patel Nagar,"American, Fast Food",Yes,2,Average,86.0
3974,Mitra Da Dhaba,New Delhi,"Shop X-57, West Patel Nagar, New Delhi",West Patel Nagar,North Indian,No,1,Good,216.0
18163893,Mr. Sub,New Delhi,"W-2/14, Ground Floor, Near Patel Nagar Metro Station, West Patel Nagar, New Delhi",West Patel Nagar,Fast Food,Yes,1,Good,83.0
313093,Kennedy's,New Delhi,"B-1, West Patel Nagar, New Delhi",West Patel Nagar,"Chinese, Fast Food",Yes,1,Very Good,491.0
18384135,Keventers,New Delhi,"Level 2, Food Capital, Worldmark 1, Hospitality District, Aerocity, New Delhi","Worldmark 1, Aerocity",Beverages,No,1,Average,5.0
18337772,Street Foods by Punjab Grill,New Delhi,"Level 2,ŒæFood Capital, Worldmark 1, Aerocity, New Delhi","Worldmark 1, Aerocity","Street Food, North Indian",No,2,Average,17.0
18316173,Subway,New Delhi,"Level 2, Food Capital, Worldmark 1, Aerocity, New Delhi","Worldmark 1, Aerocity","American, Fast Food, Salad, Healthy Food",Yes,2,Average,25.0
18336491,Wow! Momo,New Delhi,"Level 2, Food Capital, Worldmark 1, New Delhi","Worldmark 1, Aerocity",Chinese,No,1,Average,8.0
18306524,Biryani Blues,New Delhi,"Kiosk 4, Level 2, Food Capital, Worldmark 1, Aerocity, New Delhi","Worldmark 1, Aerocity","Biryani, Hyderabadi",No,3,Good,22.0
18390311,Asia Seven Express,New Delhi,"Food Capital, Worldmark 1, Aerocity, New Delhi","Worldmark 1, Aerocity",Chinese,No,2,Not rated,3.0
18446491,Bikanervala,New Delhi,"Level 2, Food Capital, Worldmark 1, Aerocity, New Delhi","Worldmark 1, Aerocity","North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Desserts, Mithai",No,2,Not rated,3.0
18334400,Cafe Huddle,New Delhi,"6, Food Capital, Worldmark 1, Aerocity, New Delhi","Worldmark 1, Aerocity",Fast Food,No,2,Not rated,3.0
18474934,Chai Garam,New Delhi,"Food Court, Level 2, World mark 1, Aerocity, New Delhi","Worldmark 1, Aerocity","Tea, Fast Food",No,1,Not rated,1.0
18416747,Dolce Gelato,New Delhi,"Level 2, Food Capital, Worldmark 1, Aerocity, New Delhi","Worldmark 1, Aerocity","Ice Cream, Beverages, Fast Food",No,1,Not rated,0.0
18415376,GoGourmet,New Delhi,"Cart 7, Level 2, Food Capital, Worldmark 1, Aerocity, New Delhi","Worldmark 1, Aerocity","Healthy Food, Beverages",Yes,2,Not rated,3.0
18446483,Karim's,New Delhi,"Food Capital, Worldmark 1, Aerocity, New Delhi","Worldmark 1, Aerocity","Mughlai, North Indian",No,3,Not rated,1.0
18409199,Khan Chacha,New Delhi,"FC 15, Level 2, Worldmark 1, Near Aerocity Metro Station, Aerocity, New Delhi","Worldmark 1, Aerocity","Mughlai, North Indian",No,2,Not rated,2.0
18446485,Pizza Hut Delivery,New Delhi,"Food Capital, Worldmark 1, Aerocity, New Delhi","Worldmark 1, Aerocity","Italian, Pizza, Fast Food",No,2,Not rated,0.0
18439530,Foodhall,New Delhi,"Lower Ground Floor, World Mark 3, Aerocity, New Delhi","Worldmark 3, Aerocity","Bakery, Italian, Chinese, Mexican",No,2,Not rated,3.0
18279456,Eat Me,New Delhi,"24/1-4, Yusuf Sarai, New Delhi",Yusuf Sarai,"North Indian, Continental",Yes,2,Average,33.0
304475,EDC Mania,New Delhi,"69-A/2, Gautam Nagar, Behind Big Gurdwara, Next To Panchayati Shiv Mandi, Yusuf Sarai, New Delhi",Yusuf Sarai,Fast Food,No,1,Average,39.0
311971,Elegant China X-Press,New Delhi,"Shop 22/2, Near Green Park Metro Station, Yusuf Sarai, New Delhi",Yusuf Sarai,Chinese,No,1,Average,9.0
1918,Gopala,New Delhi,"1, DDA Market, Yusuf Sarai, New Delhi",Yusuf Sarai,"Mithai, Street Food",No,1,Average,28.0
3467,Green Chick Chop,New Delhi,"6, DDA Market, General Raj School, Yusuf Sarai, New Delhi",Yusuf Sarai,"Raw Meats, North Indian, Fast Food",No,1,Average,30.0
18265698,Hangchuaa's Chinese Food Corner,New Delhi,"K-130, Gautam Nagar, Yusuf Sarai, New Delhi",Yusuf Sarai,Chinese,No,2,Average,5.0
7457,Madhuvan Chinese Fast Food,New Delhi,"Yusuf Sarai Market, Yusuf Sarai, New Delhi",Yusuf Sarai,Chinese,No,1,Average,52.0
18175274,Momos House,New Delhi,"G-130, Sudarshan Cinema Road, Yusuf Sarai, New Delhi",Yusuf Sarai,Chinese,No,1,Average,5.0
3469,Punjab Restaurant,New Delhi,"3, Yusuf Sarai, New Delhi",Yusuf Sarai,"North Indian, Mughlai",No,2,Average,46.0
2605,Rhythm Restro-Bar,New Delhi,"50/8, 1st Floor, Main Market, Yusuf Sarai, New Delhi",Yusuf Sarai,"Mughlai, Chinese, North Indian",No,3,Average,42.0
4640,Say Cheese,New Delhi,"9, Community Centre, Near Green Park Metro Station, Yusuf Sarai, New Delhi",Yusuf Sarai,Fast Food,Yes,1,Average,128.0
928,Sona Restaurant,New Delhi,"5, Main Market, Yusuf Sarai, New Delhi",Yusuf Sarai,"North Indian, Mughlai",No,1,Average,30.0
312756,Uraki,New Delhi,"42, Gautam Nagar, Behind Father Agnel School, Near Yusuf Sarai, New Delhi",Yusuf Sarai,Asian,No,1,Average,8.0
309505,Wah Ji Wah,New Delhi,"47/3, Yusuf Sarai Main Market, Yusuf Sarai, New Delhi",Yusuf Sarai,North Indian,No,1,Average,25.0
9890,Annapurna Sweets,New Delhi,"10, DDA Community Centre Market, Yusuf Sarai, New Delhi",Yusuf Sarai,"Mithai, Street Food",No,1,Good,109.0
954,Karnataka,New Delhi,"60/5, Yusuf Sarai Market, Yusuf Sarai, New Delhi",Yusuf Sarai,"South Indian, North Indian, Chinese",Yes,2,Good,334.0
18357525,EDC Mania,New Delhi,"95-1/2 Gautam Nagar, Yusuf Sarai, New Delhi",Yusuf Sarai,Fast Food,No,1,Not rated,2.0
18265700,Faeem Chicken Corner,New Delhi,"F-130/4, Gautam Nagar, Sudershan Road, Yusuf Sarai, New Delhi",Yusuf Sarai,Mughlai,No,1,Not rated,3.0
18252382,Grills N Chills,New Delhi,"G-10, Rajeshdeep Building, Yusuf Sarai, New Delhi",Yusuf Sarai,Fast Food,No,1,Not rated,0.0
18478967,Gupta Sweets,New Delhi,"74/4, Aurbindo Marg, Yusuf Sarai, New Delhi",Yusuf Sarai,"North Indian, South Indian, Mithai",No,1,Not rated,0.0
18311920,Khub Chand,New Delhi,"Shop 2, DDA Market, Yusuf Sarai, New Delhi",Yusuf Sarai,Raw Meats,No,1,Not rated,1.0
18455876,OCD - Online Cake Delivery,New Delhi,"59/2, Yusuf Sarai, New Delhi",Yusuf Sarai,"Bakery, Desserts",No,1,Not rated,1.0
18478987,Sher E Punjab,New Delhi,"73, Gautam Nagar Road, Yusuf Sarai, New Delhi",Yusuf Sarai,North Indian,No,1,Not rated,1.0
18479000,Shri Balaji,New Delhi,"Near Gate 1, Green Park Metro Station, Yusuf Sarai Market, Yusuf Sarai, New Delhi",Yusuf Sarai,South Indian,No,1,Not rated,0.0
18478997,Sidhi Cafe,New Delhi,"D65/2, Gautam Nagar, New Delhi, Yusuf Sarai, New Delhi",Yusuf Sarai,"Street Food, Fast Food",No,1,Not rated,0.0
18492061,Al Hayat Bakers,New Delhi,"Shop 14, Main Road, Zakir Nagar, New Delhi",Zakir Nagar,Bakery,No,1,Not rated,0.0
18349925,Al-Kausar's,New Delhi,"K-65, Chinar Apartment, Jamia Nagar, Near Zakir Nagar, New Delhi",Zakir Nagar,Chinese,No,1,Not rated,0.0
18492065,Alam Biryani Center,New Delhi,"Street 18, Zakir Nagar, New Delhi",Zakir Nagar,Biryani,No,1,Not rated,0.0
310480,Bismillah Hotel,New Delhi,"Masjid Wali Gali, Zakir Nagar, New Delhi",Zakir Nagar,Fast Food,No,1,Not rated,1.0
18144471,Halal Pizza Star,New Delhi,"88-A/4, Main Road, Zakir Nagar, New Delhi",Zakir Nagar,"Pizza, Fast Food",No,1,Not rated,0.0
18466972,HTW Bakers,New Delhi,"128, Zakir Nagar Main Road, Jogabai Extension, Zakir Nagar, New Delhi",Zakir Nagar,"Bakery, Desserts",No,1,Not rated,0.0
18429376,Javed Bawarchi Restaurant,New Delhi,"392, Near SBI, Main Road , Zakir Nagar",Zakir Nagar,Mughlai,No,2,Not rated,0.0
18354968,Let's Eat,New Delhi,"Basement, Shop 6, 88-A, Radheed Hotel Market, Main Road, Zakir Nagar, New Delhi",Zakir Nagar,"Fast Food, Beverages",No,1,Not rated,1.0
18441542,Moonis Kada,New Delhi,"413, Shop B-41, Main Road, Batla House Near Jamia University, Zakir Nagar, New Delhi",Zakir Nagar,"Mughlai, North Indian",No,2,Not rated,0.0
18445274,Motu N Patlu,New Delhi,"Batla House Chowk, Near Jamia Milia Islamia, Opposite Jamia Cooperative Bank, Zakir Nagar, New Delhi",Zakir Nagar,"Lebanese, North Indian, Fast Food",No,1,Not rated,0.0
18168147,S.K. Fast Food,New Delhi,"161/32, Shop 3 Joga Bai, Main Road, Zakir Nagar, New Delhi",Zakir Nagar,Chinese,No,1,Not rated,0.0
18429375,Sufiyan Restaurant,New Delhi,"57/12, Main Road, Zakir Nagar, New Delhi",Zakir Nagar,Mughlai,No,1,Not rated,0.0
310479,The Relax Point,New Delhi,"92/17, Zakir Nagar, New Delhi",Zakir Nagar,North Indian,No,1,Not rated,1.0
18212160,Zareen's Dastarkhwan,New Delhi,"Jamia Nagar, Zakir Nagar, New Delhi",Zakir Nagar,Awadhi,No,2,Not rated,1.0
310063,Ali Baba Caves,Noida,"1st Floor, Ansal Plaza Mall, Pari Chowk, Greater Noida, Noida","Ansal Plaza Mall, Greater Noida","Cafe, Chinese",No,2,Average,15.0
312214,Cafí© Doo Ghoont,Noida,"AG-13, Atrium Floor, Ansal Plaza Mall, Greater Noida, Noida","Ansal Plaza Mall, Greater Noida",Cafe,Yes,2,Average,50.0
309641,Knights Chaska,Noida,"201 to 207, 2nd Floor, Ansal Plaza Mall, Greater Noida, Noida","Ansal Plaza Mall, Greater Noida","North Indian, Chinese",No,2,Average,6.0
306688,Thirsty Scholar Cafe,Noida,"SF-256, 2nd Floor, Ansal Plaza Mall, Near Pari Chowk, Greater Noida, Noida","Ansal Plaza Mall, Greater Noida",Cafe,No,1,Average,45.0
18440427,Savoury Street,Noida,"GF-37, 1st Floor, Ansal Plaza Mall, Greater Noida, Noida","Ansal Plaza Mall, Greater Noida","North Indian, Continental, Italian",No,2,Not rated,3.0
312573,JSB Evergreen Snack & Sweets,Noida,"Brahmaputra Shopping Complex, Sector 29, Noida",Brahmaputra Shopping Complex,"North Indian, Chinese, Fast Food, Street Food",No,1,Average,47.0
7983,221 B Baker Street,Noida,"10, Brahmaputra Shoping Complex, Sector 29, Noida",Brahmaputra Shopping Complex,Bakery,Yes,1,Good,94.0
302541,Kapoors Balle Balle,Noida,"K-2, Brahmaputra Shopping Complex, Sector 29, Noida",Brahmaputra Shopping Complex,"North Indian, Chinese",Yes,1,Good,331.0
7992,Lakshmi Coffee House,Noida,"Brahmaputra Shopping Complex, Sector 29, Noida",Brahmaputra Shopping Complex,South Indian,No,1,Good,603.0
3695,Geoffrey's,Noida,"16-A, Centre Stage Mall, Sector 18, Noida","Centre Stage Mall, Sector 18","Asian, Continental, Italian, North Indian",No,4,Average,579.0
4473,Haldiram's,Noida,"L-1, Centre Stage Mall, Sector 18, Noida","Centre Stage Mall, Sector 18","North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",No,2,Good,169.0
3250,Maamouchee @ My Way,Noida,"5th Floor, Centre Stage Mall, Sector 18, Noida","Centre Stage Mall, Sector 18","Italian, Lebanese, North Indian",Yes,3,Good,278.0
718,Americana Kitchen and Bar,Noida,"Ist Floor, 1-6, Centre Stage Mall, Sector 18, Noida","Centre Stage Mall, Sector 18","American, Tex-Mex, Italian, Mexican, North Indian",No,4,Poor,221.0
18272361,Punjabi By Nature Quickie,Noida,"D-424/425, 3rd Floor, DLF Mall of India, Sector 18, Noida","DLF Mall of India, Sector 18,  Noida","North Indian, Mughlai",No,3,Average,120.0
18372695,United Coffee House Rewind,Noida,"D-428, 3rd Floor, DLF Mall of India, Sector 18, Noida","DLF Mall of India, Sector 18,  Noida","North Indian, European, Asian, Mediterranean",No,3,Average,215.0
18265411,Wow! Momo,Noida,"Food Court, DLF Mall of India, FC16, Plot M-03, Sector 18, Noida","DLF Mall of India, Sector 18,  Noida","Tibetan, Chinese",No,1,Average,212.0
18303706,Oh So Stoned!,Noida,"4th Floor, DLF Mall of India, Sector 18, Noida","DLF Mall of India, Sector 18,  Noida",Desserts,No,1,Excellent,324.0
18268698,The Big Chill Cakery,Noida,"Ground Floor, DLF Mall Of India, Sector 18, Noida","DLF Mall of India, Sector 18,  Noida","Bakery, Desserts",No,2,Excellent,147.0
18264244,Barista,Noida,"B-204, Level 1, DLF Mall of India, Sector 18, Noida","DLF Mall of India, Sector 18,  Noida",Cafe,No,2,Good,23.0
18277171,Big Wong XL,Noida,"B-404, DLF Mall of India, Sector 18, Noida","DLF Mall of India, Sector 18,  Noida","Chinese, Thai, Sushi",Yes,3,Good,199.0
18265419,Carl's Jr.,Noida,"F-457/C, 3rd Floor, DLF Mall of India, Sector 18, Noida","DLF Mall of India, Sector 18,  Noida","Burger, American, Fast Food",Yes,2,Good,458.0
18233616,Chaayos,Noida,"E-18, Plot M-03, Lower Ground Floor, DLF Mall of India, Sector 18, Noida","DLF Mall of India, Sector 18,  Noida","Cafe, Tea",No,1,Good,124.0
18366022,Chi Asian Cookhouse,Noida,"F-456, 3rd Floor, DLF Mall of India, Sector 18, Noida","DLF Mall of India, Sector 18,  Noida","Chinese, Thai, Asian, Japanese, Korean, Seafood",Yes,3,Good,173.0
18273551,Costa Coffee,Noida,"1st Floor, DLF Mall of India, Sector 18, Noida","DLF Mall of India, Sector 18,  Noida",Cafe,No,2,Good,64.0
18272346,Dunkin' Donuts,Noida,"3rd Floor, DLF Mall of India, Sector 18, Noida","DLF Mall of India, Sector 18,  Noida","Burger, Desserts, Fast Food",No,2,Good,86.0
18268925,Instapizza,Noida,"Food Court, DLF Mall of India, Sector 18, Noida","DLF Mall of India, Sector 18,  Noida","Pizza, Fast Food",Yes,2,Good,214.0
18272379,Keventers,Noida,"Food Court, DLF Mall of India, Sector 18, Noida","DLF Mall of India, Sector 18,  Noida",Beverages,No,1,Good,169.0
18272355,Pirates of Grill,Noida,"C-417, 3rd Floor, DLF Mall of India, Sector 18, Noida","DLF Mall of India, Sector 18,  Noida","North Indian, Continental, Mughlai, Asian",No,3,Good,749.0
18268722,Pizza Hut,Noida,"3rd Floor, DLF Mall of India, Sector 18, Noida","DLF Mall of India, Sector 18,  Noida","Italian, Pizza, Fast Food",No,3,Good,173.0
18273556,PizzaExpress,Noida,"3rd Floor, DLF Mall of India, Sector 18, Noida","DLF Mall of India, Sector 18,  Noida","Italian, Pizza",Yes,3,Good,366.0
18272367,RollsKing,Noida,"Food Court, DLF Mall Of India, Sector 18, Noida","DLF Mall of India, Sector 18,  Noida",Fast Food,No,1,Good,232.0
18258775,Taco Bell,Noida,"M-18, Food Court, 4th Floor, DLF Mall of India, Sector 18, Noida","DLF Mall of India, Sector 18,  Noida","Mexican, Fast Food",Yes,2,Good,397.0
18449092,The Frozen Factory,Noida,"2nd Floor, Near H&M, DLF Mall of India, Sector 18, Noida","DLF Mall of India, Sector 18,  Noida","Ice Cream, Desserts",No,1,Good,22.0
18461590,Theos,Noida,"3rd Floor, DLF Mall of India, Sector 18, Noida","DLF Mall of India, Sector 18,  Noida","Bakery, Desserts",No,2,Good,13.0
18254530,Wendy's,Noida,"D-4208, 3rd Floor, DLF Mall of India, Sector 18, Noida","DLF Mall of India, Sector 18,  Noida","Burger, Fast Food",Yes,1,Good,518.0
18336212,Zizo,Noida,"405-406, 3rd Floor, DLF Mall Of India, Sector 18, Noida","DLF Mall of India, Sector 18,  Noida","Lebanese, Mediterranean, Middle Eastern, Arabian",Yes,3,Good,67.0
18268727,Cafe Delhi Heights,Noida,"3rd Floor, DLF Mall of India, Sector 18, Noida","DLF Mall of India, Sector 18,  Noida","Continental, American, Cafe",No,3,Very Good,567.0
18268712,Chili's Grill & Bar,Noida,"3rd Floor, DLF Mall Of India, Sector 18, Noida","DLF Mall of India, Sector 18,  Noida","Mexican, American, Italian",Yes,3,Very Good,750.0
18272353,Made In Punjab,Noida,"C 418 - 419, 3rd Floor, DLF Mall Of India, Sector 18, Noida","DLF Mall of India, Sector 18,  Noida","North Indian, Mughlai",No,3,Very Good,322.0
18261140,Mamagoto,Noida,"D-423, 3rd Floor, DLF Mall of India, Sector 18, Noida","DLF Mall of India, Sector 18,  Noida","Asian, Thai, Chinese",Yes,3,Very Good,428.0
18272357,Movenpick,Noida,"3rd Floor, DLF Mall of India, Sector 18, Noida","DLF Mall of India, Sector 18,  Noida","Ice Cream, Desserts",Yes,2,Very Good,91.0
18303688,Smaaash,Noida,"4th Floor, DLF Mall of India, Sector 18, Noida","DLF Mall of India, Sector 18,  Noida","North Indian, Thai, Continental",No,3,Very Good,121.0
18268716,SodaBottleOpenerWala,Noida,"3rd Floor, DLF Mall of India, Sector 18, Noida","DLF Mall of India, Sector 18,  Noida","Parsi, Iranian",No,3,Very Good,617.0
18264533,The Bento Cafe,Noida,"Food Court, 4th Floor, DLF Mall of India, Sector 18, Noida","DLF Mall of India, Sector 18,  Noida","Asian, Chinese, Japanese",Yes,2,Very Good,316.0
2799,Earthen Oven - Fortune Inn Grazia,Noida,"Fortune Inn Grazia, Block-I, Plot 1A, Sector 27, Noida","Fortune Inn Grazia, Sector 27, Noida","North Indian, Mughlai",No,3,Average,67.0
2655,Fortune Deli -  Fortune Inn Grazia,Noida,"Fortune Inn Grazia, Block 1, 1A, Sector 27, Noida","Fortune Inn Grazia, Sector 27, Noida",Chinese,No,4,Average,27.0
301392,Cafe Pipa,Noida,"160, Ground Floor, Block 3, Ganga Shopping Complex, Sector 29, Noida","Ganga Shopping Complex, Sector 29",Cafe,No,1,Average,96.0
302727,Cook Du Kdu,Noida,"124, Block 2, Ganga Shopping Complex, Sector 29, Noida","Ganga Shopping Complex, Sector 29","North Indian, Chinese, Mughlai",Yes,2,Average,112.0
311698,Green Chick Chop,Noida,"56, Block I, Ganga Shopping Complex, Sector 29, Noida","Ganga Shopping Complex, Sector 29","Raw Meats, North Indian, Fast Food",Yes,1,Average,12.0
307297,New Vishal's Kitchen,Noida,"Shop 142, Block 3, Ganga Shopping Complex, Sector 29, Noida","Ganga Shopping Complex, Sector 29","North Indian, Chinese",No,2,Average,24.0
3154,Samarkand,Noida,"R-292, Ganga Shopping Complex, Sector 29, Noida","Ganga Shopping Complex, Sector 29","North Indian, Mughlai, Chinese",Yes,3,Average,129.0
18357543,Mirchievous,Noida,"Ganga Shopping Complex, Sector 29, Noida","Ganga Shopping Complex, Sector 29",North Indian,Yes,2,Good,44.0
3155,Pearls Regency,Noida,"R-253, Block I, Ganga Shopping Complex, Sector 29, Noida","Ganga Shopping Complex, Sector 29","North Indian, Chinese, Thai",No,3,Good,330.0
18424581,The Feast Box,Noida,"Ganga Shopping Complex, Sector 29, Noida","Ganga Shopping Complex, Sector 29","Chinese, Thai, Fast Food",Yes,2,Not rated,3.0
18421057,Imperfecto,Noida,"Gardens Gallaria, Sector 38, Noida","Gardens Galleria, Sector 38 Noida","Mediterranean, Italian, Continental, Spanish, North Indian",No,3,Average,299.0
18233620,Chaayos,Noida,"Unit FB-101, Ground Floor, Gardens Galleria, Plot A-2, Sector 38-A, Near, Sector 38, Noida","Gardens Galleria, Sector 38 Noida","Cafe, Tea",Yes,1,Good,46.0
300605,Dunkin' Donuts,Noida,"SH-52, Plot A-2, Lower Ground Floor, Gardens Galleria, Sector 38, Noida","Gardens Galleria, Sector 38 Noida","Burger, Desserts, Fast Food",Yes,2,Good,481.0
